normalized_title,representative_title,canonical_title,canonical_slug,match_status,match_confidence,match_method,override_applied,match_source,match_source_url
sacred underworld,Sacred Underworld,,,unmatched,low,wikimedia,false,,
saint s row,Saint's Row,,,unmatched,low,wikimedia,false,,
santa claus in trouble,Santa Claus in Trouble,,,unmatched,low,wikimedia,false,,
santa clausin trouble,Santa Clausin Trouble Gold,,,unmatched,low,wikimedia,false,,
sataan,Sataan,,,unmatched,low,wikimedia,false,,
savage atortured soul,Savage ATortured Soul,,,unmatched,low,wikimedia,false,,
save kolchez a21 22 22 2002 10 22,Save Kolchez'a 21:22:22 2002 10 22,,,unmatched,low,wikimedia,false,,
schatten,Schatten,,,unmatched,low,wikimedia,false,,
schiff simulator,Schiff Simulator,,,unmatched,low,wikimedia,false,,
schiff simulator2008,Schiff Simulator2008,,,unmatched,low,wikimedia,false,,
schiffbruch,Schiffbruch,,,unmatched,low,wikimedia,false,,
schiffe versenken,Schiffe versenken,,,unmatched,low,wikimedia,false,,
schlacht um mittelerde 1,Schlacht um Mittelerde 1,,,unmatched,low,wikimedia,false,,
schlachtum mittelerde daufstiegd hexenknigsv,Schlachtum Mittelerde DAufstiegd Hexenknigsv,,,unmatched,low,wikimedia,false,,
schnappi das kl,Schnappi Das kl,,,unmatched,low,wikimedia,false,,
schnappi das kleine krokodil xs,Schnappi Das kleine Krokodil XS,,,unmatched,low,wikimedia,false,,
schneehuhn,Schneehuhn,,,unmatched,low,wikimedia,false,,
schwierigkeitsgrad,Schwierigkeitsgrad,,,unmatched,low,wikimedia,false,,
scorched 3d,Scorched 3 D,,,unmatched,low,wikimedia,false,,
scorched d,Scorched D,,,unmatched,low,wikimedia,false,,
scrapland,Scrapland,,,unmatched,low,wikimedia,false,,
scratches,Scratches,,,unmatched,low,wikimedia,false,,
sea wolves,Sea Wolves,,,unmatched,low,wikimedia,false,,
seamulator2009,Seamulator 2009,,,unmatched,low,wikimedia,false,,
second sight,Second Sight,,,unmatched,low,wikimedia,false,,
sega rally,Sega Rally,,,unmatched,low,wikimedia,false,,
segelflug simulator sailorsofthe sky,Segelflug Simulator Sailorsofthe Sky,,,unmatched,low,wikimedia,false,,
sensible soccer,Sensible Soccer,,,unmatched,low,wikimedia,false,,
sentinel verborg,Sentinel Verborg,,,unmatched,low,wikimedia,false,,
serious sam 2,Serious Sam 2,,,unmatched,low,wikimedia,false,,
shade zorn der engel,Shade Zorn der Engel,,,unmatched,low,wikimedia,false,,
shadow company,Shadow Company,,,unmatched,low,wikimedia,false,,
shadow man,Shadow Man,,,unmatched,low,wikimedia,false,,
shadow ops red mercury,Shadow Ops Red Mercury,,,unmatched,low,wikimedia,false,,
shadowgrounds,Shadowgrounds,,,unmatched,low,wikimedia,false,,
shadowgrounds leveleditor,Shadowgrounds Leveleditor,,,unmatched,low,wikimedia,false,,
sheep,Sheep,,,unmatched,low,wikimedia,false,,
sherlock holmes,Sherlock Holmes,,,unmatched,low,wikimedia,false,,
sherlock holmes das geheimnisdessilbernen ohrrings,Sherlock Holmes Das Geheimnisdessilbernen Ohrrings,,,unmatched,low,wikimedia,false,,
sherlock holmes die spur der erwachten remastered,Sherlock Holmes - Die Spur der Erwachten - Remastered Edition,,,unmatched,low,wikimedia,false,,
sherlock holmes die spurder erwachten,Sherlock Holmes Die Spurder Erwachten,,,unmatched,low,wikimedia,false,,
sherlock holmes die spurder erwachten lsungsbuch,Sherlock Holmes Die Spurder Erwachten Lsungsbuch,,,unmatched,low,wikimedia,false,,
sherlock holmes die spurder erwachtenv,Sherlock Holmes Die Spurder Erwachtenv,,,unmatched,low,wikimedia,false,,
sherlock holmes jagt ars ne lupin,Sherlock Holmes jagt Arsène Lupin,,,unmatched,low,wikimedia,false,,
sherlock holmesjagt arsne lupin,Sherlock Holmesjagt Arsne Lupin,,,unmatched,low,wikimedia,false,,
shield launch,Demo Shield Launch,,,unmatched,low,wikimedia,false,,
shoot the roach,Shoot the Roach,,,unmatched,low,wikimedia,false,,
shop basket,shop basket,,,unmatched,low,wikimedia,false,,
shop client,shop client,,,unmatched,low,wikimedia,false,,
shop vendor,shop vendor,,,unmatched,low,wikimedia,false,,
shot online,Shot Online,,,unmatched,low,wikimedia,false,,
show athletics,Show Athletics,,,unmatched,low,wikimedia,false,,
show gewehre,Show GEWEHRE,,,unmatched,low,wikimedia,false,,
show gewehrexp needed,Show GEWEHRExp Needed,,,unmatched,low,wikimedia,false,,
show kampf,Show KAMPF,,,unmatched,low,wikimedia,false,,
show kampfexp needed,Show KAMPFExp Needed,,,unmatched,low,wikimedia,false,,
show kraftexp needed,Show KRAFTExp Needed,,,unmatched,low,wikimedia,false,,
show machinenpistolen,Show MACHINENPISTOLEN,,,unmatched,low,wikimedia,false,,
show machinenpistolenxp needed,Show MACHINENPISTOLENxp Needed,,,unmatched,low,wikimedia,false,,
show nahkampf,Show NAHKAMPF,,,unmatched,low,wikimedia,false,,
show nahkampfexp needed,Show NAHKAMPFExp Needed,,,unmatched,low,wikimedia,false,,
show pistolen,Show PISTOLEN,,,unmatched,low,wikimedia,false,,
show pistolenexp needed,Show PISTOLENExp Needed,,,unmatched,low,wikimedia,false,,
show schottflinten,Show SCHOTTFLINTEN,,,unmatched,low,wikimedia,false,,
show schottflintenxp needed,Show SCHOTTFLINTENxp Needed,,,unmatched,low,wikimedia,false,,
show tarnung,Show TARNUNG,,,unmatched,low,wikimedia,false,,
show tarnungexp needed,Show TARNUNGExp Needed,,,unmatched,low,wikimedia,false,,
show technik,Show TECHNIK,,,unmatched,low,wikimedia,false,,
show technikxp needed,Show TECHNIKxp Needed,,,unmatched,low,wikimedia,false,,
shrekder dritte,Shrekder Dritte,,,unmatched,low,wikimedia,false,,
sid meier s civilization 4,Sid Meier's Civilization 4,,,unmatched,low,wikimedia,false,,
sid meier s civilization 4 fall from heaven 2 0,Sid Meier's Civilization 4 - Fall from Heaven 2 0,,,unmatched,low,wikimedia,false,,
sid meier s pirates,Sid Meier's Pirates!,,,unmatched,low,wikimedia,false,,
sid meiers civilization beyond the sword,Sid Meiers Civilization Beyond The Sword,,,unmatched,low,wikimedia,false,,
sid meiers civilization4,Sid Meiers Civilization4,,,unmatched,low,wikimedia,false,,
sid meiers railroads,Sid Meiers Railroads,,,unmatched,low,wikimedia,false,,
sid meiers railroadsv,Sid Meiers Railroadsv,,,unmatched,low,wikimedia,false,,
siedler das erbe der k nige,Siedler Das Erbe der Könige,,,unmatched,low,wikimedia,false,,
siege of avalon,Siege of Avalon,,,unmatched,low,wikimedia,false,,
silencer 0,silencer 0,,,unmatched,low,wikimedia,false,,
silencer 1,silencer 1,,,unmatched,low,wikimedia,false,,
silencer 2,silencer 2,,,unmatched,low,wikimedia,false,,
silent hunter 3,Silent Hunter 3,,,unmatched,low,wikimedia,false,,
silent hunter wolves of the pacific,Silent Hunter Wolves Of The Pacific,,,unmatched,low,wikimedia,false,,
silent hunter wolves of the pacific sprach,Silent Hunter Wolves Of The Pacific Sprach,,,unmatched,low,wikimedia,false,,
silent hunter wolves of the pacificv,Silent Hunter Wolves Of The Pacificv,,,unmatched,low,wikimedia,false,,
silent hunter wolvesofthe pacificv,Silent Hunter Wolvesofthe Pacificv,,,unmatched,low,wikimedia,false,,
silver wings,Silver Wings,,,unmatched,low,wikimedia,false,,
silverfall,Silverfall,,,unmatched,low,wikimedia,false,,
silverfall editor,Silverfall Editor,,,unmatched,low,wikimedia,false,,
silverfall wchterder elemente,Silverfall Wchterder Elemente,,,unmatched,low,wikimedia,false,,
silverfallv,Silverfallv,,,unmatched,low,wikimedia,false,,
sim city societies,Sim City Societies,,,unmatched,low,wikimedia,false,,
simonthe sorcerer chaosistdashalbe leben,Simonthe Sorcerer Chaosistdashalbe Leben,,,unmatched,low,wikimedia,false,,
simonthe sorcerer chaosistdashalbe lebenv,Simonthe Sorcerer Chaosistdashalbe Lebenv,,,unmatched,low,wikimedia,false,,
singles 2 wilde zeiten,Singles 2 Wilde Zeiten,,,unmatched,low,wikimedia,false,,
singles flirt up your life,Singles Flirt up your Life,,,unmatched,low,wikimedia,false,,
singlesv,Singlesv,,,unmatched,low,wikimedia,false,,
sini star unleashed,Sini Star Unleashed,,,unmatched,low,wikimedia,false,,
sinking island mord im paradies,Sinking Island Mord im Paradies,,,unmatched,low,wikimedia,false,,
sinking island mordim paradies,Sinking Island Mordim Paradies,,,unmatched,low,wikimedia,false,,
sinsofa solar empire,Sinsofa Solar Empire,,,unmatched,low,wikimedia,false,,
skate,Skate,,,unmatched,low,wikimedia,false,,
ski alpin racing bode millervs hermann maier,Ski Alpin Racing Bode Millervs Hermann Maier,,,unmatched,low,wikimedia,false,,
ski alpin2006 mit bode miller,Ski Alpin 2006 mit Bode Miller,,,unmatched,low,wikimedia,false,,
ski challenge,Ski Challenge,,,unmatched,low,wikimedia,false,,
ski xtreme,Ski Xtreme,,,unmatched,low,wikimedia,false,,
skisprung wintercup2005,Skisprung Wintercup 2005,,,unmatched,low,wikimedia,false,,
skype,Skype,,,unmatched,low,wikimedia,false,,
skype 3,Skype 3,,,unmatched,low,wikimedia,false,,
skype 4,Skype 4,,,unmatched,low,wikimedia,false,,
skype32,Skype32,,,unmatched,low,wikimedia,false,,
skype35,Skype35,,,unmatched,low,wikimedia,false,,
skype36,Skype36,,,unmatched,low,wikimedia,false,,
skype38,Skype38,,,unmatched,low,wikimedia,false,,
skype4,Skype4,,,unmatched,low,wikimedia,false,,
slapshot underground,Slapshot Underground,,,unmatched,low,wikimedia,false,,
sldner marine corpsv,Sldner Marine Corpsv,,,unmatched,low,wikimedia,false,,
slider gammakorrekteur,slider Gammakorrekteur,,,unmatched,low,wikimedia,false,,
slider music,slider Music,,,unmatched,low,wikimedia,false,,
slider sfx,slider Sfx,,,unmatched,low,wikimedia,false,,
slowdown,Slowdown,,,unmatched,low,wikimedia,false,,
smash online,Smash Online,,,unmatched,low,wikimedia,false,,
smashonline,Smashonline,,,unmatched,low,wikimedia,false,,
snow bomb battle,Snow Bomb Battle,,,unmatched,low,wikimedia,false,,
so blonde,So Blonde,,,unmatched,low,wikimedia,false,,
soeldner secret wars,Soeldner Secret Wars,,,unmatched,low,wikimedia,false,,
solitaire,Solitaire,,,unmatched,low,wikimedia,false,,
sonic heroes,Sonic Heroes,,,unmatched,low,wikimedia,false,,
sonic riders,Sonic Riders,,,unmatched,low,wikimedia,false,,
sony playstation home,Sony Playstation Home,,,unmatched,low,wikimedia,false,,
sound digit,sound digit,,,unmatched,low,wikimedia,false,,
space corps armageddon,Space Corps Armageddon,,,unmatched,low,wikimedia,false,,
space hockey,Space Hockey,,,unmatched,low,wikimedia,false,,
space pong,Space Pong,,,unmatched,low,wikimedia,false,,
space raider,Space Raider,,,unmatched,low,wikimedia,false,,
space rangers,Space Rangers,,,unmatched,low,wikimedia,false,,
space rangers dominators,Space Rangers Dominators,,,unmatched,low,wikimedia,false,,
space siege,Space Siege,,,unmatched,low,wikimedia,false,,
spaceforce captains,Spaceforce Captains,,,unmatched,low,wikimedia,false,,
spaceforce rogue universe,Spaceforce Rogue Universe,,,unmatched,low,wikimedia,false,,
speed bowling,Speed Bowling,,,unmatched,low,wikimedia,false,,
speed darting,Speed Darting,,,unmatched,low,wikimedia,false,,
speedball,Speedball,,,unmatched,low,wikimedia,false,,
speedball 2,Speedball 2,,,unmatched,low,wikimedia,false,,
speedball 2 tournament,Speedball 2 Tournament,,,unmatched,low,wikimedia,false,,
speedball2,Speedball2,,,unmatched,low,wikimedia,false,,
speedball2 tournament,Speedball2 Tournament,,,unmatched,low,wikimedia,false,,
speedblox,Speedblox,,,unmatched,low,wikimedia,false,,
speedcards,Speedcards,,,unmatched,low,wikimedia,false,,
speedmayang der schatzder mayas,Speedmayang Der Schatzder Mayas,,,unmatched,low,wikimedia,false,,
speedpasch,Speedpasch,,,unmatched,low,wikimedia,false,,
speedpyramid,Speedpyramid,,,unmatched,low,wikimedia,false,,
speedsolitaire,Speedsolitaire,,,unmatched,low,wikimedia,false,,
speedsudoku,Speedsudoku,,,unmatched,low,wikimedia,false,,
speedtrain,Speedtrain,,,unmatched,low,wikimedia,false,,
spellforce 2,Spellforce 2,,,unmatched,low,wikimedia,false,,
spellforce 2 shadow wars,Spellforce 2 Shadow Wars,,,unmatched,low,wikimedia,false,,
spellforce shadow wars,Spellforce Shadow Wars,,,unmatched,low,wikimedia,false,,
spezial,Spezial,,,unmatched,low,wikimedia,false,,
sphere,Sphere,,,unmatched,low,wikimedia,false,,
spider man,Spider Man,,,unmatched,low,wikimedia,false,,
spider man freundoder feind,Spider Man Freundoder Feind,,,unmatched,low,wikimedia,false,,
spiel beenden,SPIEL BEENDEN,,,unmatched,low,wikimedia,false,,
spiel fortsetzen,SPIEL FORTSETZEN,,,unmatched,low,wikimedia,false,,
spiel verlassen,SPIEL VERLASSEN,,,unmatched,low,wikimedia,false,,
spielfigur,Spielfigur,,,unmatched,low,wikimedia,false,,
spielstand laden,SPIELSTAND LADEN,,,unmatched,low,wikimedia,false,,
spielstand speichern,SPIELSTAND SPEICHERN,,,unmatched,low,wikimedia,false,,
splinter cell,Splinter Cell DVD,,,unmatched,low,wikimedia,false,,
splinter cell chaos theory,Splinter Cell Chaos Theory,,,unmatched,low,wikimedia,false,,
splinter cell s chaos theory,Splinter Cell's Chaos Theory,,,unmatched,low,wikimedia,false,,
spore,Spore,,,unmatched,low,wikimedia,false,,
spore labor kreaturen designer,Spore Labor Kreaturen Designer,,,unmatched,low,wikimedia,false,,
sportschiessen,Sportschiessen,,,unmatched,low,wikimedia,false,,
spreng,demo spreng,,,unmatched,low,wikimedia,false,,
spy bot search destroy,Spy Bot Search & Destroy,,,unmatched,low,wikimedia,false,,
spybot search destroy,Spybot Search Destroy,,,unmatched,low,wikimedia,false,,
spybot search destroy 1 6,Spybot Search & Destroy 1 6,,,unmatched,low,wikimedia,false,,
squirm,Squirm,,,unmatched,low,wikimedia,false,,
stalkershadowof chernobylv,STALKERShadowof Chernobylv,,,unmatched,low,wikimedia,false,,
stamina digit,stamina digit,,,unmatched,low,wikimedia,false,,
star assault,Star Assault,,,unmatched,low,wikimedia,false,,
star craft,Star Craft,,,unmatched,low,wikimedia,false,,
star force vista,Star Force Vista Update,,,unmatched,low,wikimedia,false,,
star wars,Star Wars,,,unmatched,low,wikimedia,false,,
star wars battlefrontv,Star Wars Battlefrontv,,,unmatched,low,wikimedia,false,,
star wars empireat war forcesof corruption,Star Wars Empireat War Forcesof Corruption,,,unmatched,low,wikimedia,false,,
star wars empireat war leveleditor,Star Wars Empireat War Leveleditor,,,unmatched,low,wikimedia,false,,
star wars empireat warv,Star Wars Empireat Warv,,,unmatched,low,wikimedia,false,,
star wars rep,Star Wars Rep,,,unmatched,low,wikimedia,false,,
star wars republic com,Star Wars Republic Com,Star Wars: Republic Commando,star-wars-republic-commando,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Star_Wars%3A_Republic_Commando
star wolves,Star Wolves,,,ambiguous,low,wikidata-search,false,,
star wolves 2,Star Wolves 2,Q110817187,q110817187,matched,high,wikidata-search,false,wikidata,https://www.wikidata.org/wiki/Q110817187
star wolves2,Star Wolves2,,,unmatched,low,wikimedia,false,,
starlight racing,Starlight Racing,,,unmatched,low,wikimedia,false,,
starship troopers,Starship Troopers,,,ambiguous,low,wikidata-search,false,,
starsky hutch,Starsky & Hutch,,,ambiguous,low,wikidata-search,false,,
startgeld,Startgeld,,,unmatched,low,wikimedia,false,,
startzeit,Startzeit,Q39329711,q39329711,matched,high,wikidata-search,false,wikidata,https://www.wikidata.org/wiki/Q39329711
steel saviour,Steel Saviour,Q114946949,q114946949,matched,high,wikidata-search,false,wikidata,https://www.wikidata.org/wiki/Q114946949
still life,Still Life,,,ambiguous,low,wikidata-search,false,,
still life special,Still Life Special Edition,,,ambiguous,low,wikipedia-search,false,,
still life2,Still Life2,,,unmatched,low,wikimedia,false,,
stolen,Stolen,Stolen (video game),stolen-video-game,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Stolen_%28video_game%29
stolen v,Stolen v,,,ambiguous,low,wikidata-search,false,,
stone age 2,Stone Age 2,,,ambiguous,low,wikipedia-search,false,,
stonechecker,Stonechecker,,,unmatched,low,wikimedia,false,,
stonechecker 3,Stonechecker 3,,,unmatched,low,wikimedia,false,,
stranger,Stranger,,,ambiguous,low,wikidata-search,false,,
strategic command,Strategic Command,Strategic Command (video game series),strategic-command-video-game-series,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Strategic_Command_%28video_game_series%29
strategic commandv,Strategic Commandv,,,unmatched,low,wikimedia,false,,
stromberg broist krieg,Stromberg Broist Krieg,,,unmatched,low,wikimedia,false,,
stronghold 2,Stronghold 2,Stronghold 2,stronghold-2,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Stronghold_2
stronghold castle attack,Stronghold Castle Attack,,,ambiguous,low,wikipedia-search,false,,
stronghold crusader extreme,Stronghold Crusader Extreme,Stronghold Crusader Extreme,stronghold-crusader-extreme,matched,high,wikipedia-search,false,wikipedia-de,https://de.wikipedia.org/wiki/Stronghold_Crusader_Extreme
stronghold legendsv,Stronghold Legendsv,,,unmatched,low,wikimedia,false,,
stuntman ignition,Stuntman Ignition,Stuntman: Ignition,stuntman-ignition,matched,high,wikipedia-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Stuntman%3A_Ignition
sudden strike,Sudden Strike,,,ambiguous,low,wikidata-search,false,,
sudden strike 2,Sudden Strike 2,Sudden Strike 2,sudden-strike-2,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Sudden_Strike_2
sudden strike3 armsfor victory ardennen offensive,Sudden Strike3 Armsfor Victory Ardennen Offensive,,,unmatched,low,wikimedia,false,,
sudeki,Sudeki,Sudeki,sudeki,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Sudeki
sudoko meister,Sudoko Meister,,,unmatched,low,wikimedia,false,,
sudoku,Sudoku,,,ambiguous,low,wikidata-search,false,,
summer athletics,Summer Athletics,,,ambiguous,low,wikidata-search,false,,
sunrise the,Sunrise The Game,,,ambiguous,low,wikipedia-search,false,,
super nautica,Super Nautica,,,unmatched,low,wikimedia,false,,
super tux kart,Super Tux Kart,SuperTuxKart,supertuxkart,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/SuperTuxKart
supreme commander,Supreme Commander,Supreme Commander (video game),supreme-commander-video-game,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Supreme_Commander_%28video_game%29
supreme commanderv,Supreme Commanderv,,,unmatched,low,wikimedia,false,,
supreme ruler2020,Supreme Ruler2020,,,unmatched,low,wikimedia,false,,
surf attack,Surf Attack,,,unmatched,low,wikimedia,false,,
surfive,Surfive,,,ambiguous,low,wikipedia-search,false,,
surfs up,Surfs Up,,,ambiguous,low,wikipedia-search,false,,
suzuki alstare extreme racing,Suzuki Alstare Extreme Racing,,,ambiguous,low,wikidata-search,false,,
sven kommt,Sven kommt,,,unmatched,low,wikimedia,false,,
swat 4,SWAT 4,SWAT 4,swat-4,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/SWAT_4
swat 4 the stetchkov syndicate,Swat 4 The Stetchkov Syndicate,,,ambiguous,low,wikipedia-search,false,,
sweet sour,Sweet Sour,,,ambiguous,low,wikidata-search,false,,
switchfire,Switchfire,Q132735999,q132735999,matched,high,wikidata-search,false,wikidata,https://www.wikidata.org/wiki/Q132735999
swordofthe stars,Swordofthe Stars,,,unmatched,low,wikimedia,false,,
syberia2 lsungsbuch,Syberia2 Lsungsbuch,,,unmatched,low,wikimedia,false,,
syberiainkl lsungsbuch,Syberiainkl Lsungsbuch,,,unmatched,low,wikimedia,false,,
t main window window title,T Main Window Window Title,,,unmatched,low,wikimedia,false,,
t window window title,T Update Window Window Title,,,unmatched,low,wikimedia,false,,
tabellen,Tabellen,,,ambiguous,low,wikidata-search,false,,
tabula rasa,Tabula Rasa,Tabula Rasa (video game),tabula-rasa-video-game,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Tabula_Rasa_%28video_game%29
takatis,Takatis,,,unmatched,low,wikimedia,false,,
take all,TAKE ALL,,,ambiguous,low,wikidata-search,false,,
take command second manassasv,Take Command Second Manassasv,,,unmatched,low,wikimedia,false,,
taleofa hero,Taleofa Hero,,,unmatched,low,wikimedia,false,,
tarr chronicles,Tarr Chronicles,Tarr Chronicles,tarr-chronicles,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Tarr_Chronicles
taxi 3 extreme rush,Taxi 3 Extreme Rush,,,unmatched,low,wikimedia,false,,
taxi raser,Taxi Raser,,,unmatched,low,wikimedia,false,,
team a,TEAM A,,,ambiguous,low,wikidata-search,false,,
team b,TEAM B,,,ambiguous,low,wikidata-search,false,,
team fortress,Team Fortress,,,ambiguous,low,wikidata-search,false,,
team hawaii double crossfire,Team Hawaii Double Crossfire,,,unmatched,low,wikimedia,false,,
team hawaii eifel run,Team Hawaii Eifel Run,,,unmatched,low,wikimedia,false,,
team speak 2,Team Speak 2,,,unmatched,low,wikimedia,false,,
team speak2,Team Speak2,,,unmatched,low,wikimedia,false,,
teamauswahl,Teamauswahl,,,unmatched,low,wikimedia,false,,
technik video ruby whiteout,Technik Video Ruby Whiteout,,,unmatched,low,wikimedia,false,,
tell das spielzum film,Tell Das Spielzum Film,,,unmatched,low,wikimedia,false,,
tennis power ball,Tennis Power Ball,,,ambiguous,low,wikipedia-search,false,,
tennis powerball,Tennis Powerball,,,unmatched,low,wikimedia,false,,
test drive unlimited,Test Drive Unlimited,Q108371560,q108371560,matched,high,wikidata-search,false,wikidata,https://www.wikidata.org/wiki/Q108371560
test nowego buttona styl 2,test nowego buttona styl 2,,,unmatched,low,wikimedia,false,,
testabellen,Testabellen,,,unmatched,low,wikimedia,false,,
thandor die invasion,Thandor Die Invasion,,,ambiguous,low,wikipedia-search,false,,
the avastar,The Avastar,,,unmatched,low,wikimedia,false,,
the avastar zeitungfr second life,The Avastar Zeitungfr Second Life,,,unmatched,low,wikimedia,false,,
the bard s tale,The Bard's Tale,,,ambiguous,low,wikidata-search,false,,
the blob,The Blob,,,ambiguous,low,wikidata-search,false,,
the chosen,The Chosen,,,ambiguous,low,wikidata-search,false,,
the chronicles of riddick,The Chronicles of Riddick,Q126972622,q126972622,matched,high,wikidata-search,false,wikidata,https://www.wikidata.org/wiki/Q126972622
the chroniclesof spellborn,The Chroniclesof Spellborn,,,unmatched,low,wikimedia,false,,
the elder scrolls 4 oblivion,The Elder Scrolls 4 Oblivion,,,ambiguous,low,wikipedia-search,false,,
the elder scrolls construction set,The Elder Scrolls Construction Set,The Elder Scrolls Construction Set,the-elder-scrolls-construction-set,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Elder_Scrolls_Construction_Set
the elder scrolls oblivion,The Elder Scrolls Oblivion,,,ambiguous,low,wikipedia-search,false,,
the elder scrolls oblivion editor,The Elder Scrolls Oblivion Editor,,,ambiguous,low,wikipedia-search,false,,
the elder scrolls oblivionv,The Elder Scrolls Oblivionv,,,unmatched,low,wikimedia,false,,
the elder scrolls3 morrowind gameofthe year,The Elder Scrolls3 Morrowind Gameofthe Year Edition,,,unmatched,low,wikimedia,false,,
the fall last days of gaia,The Fall Last Days of Gaia,The Fall: Last Days of Gaia,the-fall-last-days-of-gaia,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Fall%3A_Last_Days_of_Gaia
the fall last daysof gaiav,The Fall Last Daysof Gaiav,,,unmatched,low,wikimedia,false,,
the italian job,The Italian Job,,,ambiguous,low,wikidata-search,false,,
the last remnant,The Last Remnant,The Last Remnant,the-last-remnant,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Last_Remnant
the legend of zelda,The Legend of Zelda,,,ambiguous,low,wikidata-search,false,,
the longest journey special,The Longest Journey Special Edition,The Longest Journey,the-longest-journey,matched,high,wikipedia-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Longest_Journey
the matrix online,The Matrix Online,The Matrix Online,the-matrix-online,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Matrix_Online
the moment of silence,The Moment of Silence,The Moment of Silence,the-moment-of-silence,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Moment_of_Silence
the momentof silence,The Momentof Silence,,,unmatched,low,wikimedia,false,,
the movies,The Movies,The Movies (video game),the-movies-video-game,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Movies_%28video_game%29
the movies v,The Movies v,,,unmatched,low,wikimedia,false,,
the outfit,The Outfit,The Outfit (video game),the-outfit-video-game,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Outfit_%28video_game%29
the partners,The Partners,The Partners,the-partners,matched,high,wikidata-search,false,wikipedia-de,https://de.wikipedia.org/wiki/The_Partners
the regiment,The Regiment,The Regiment (video game),the-regiment-video-game,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/The_Regiment_%28video_game%29
the sagaof ryzom,The Sagaof Ryzom,,,unmatched,low,wikimedia,false,,
the secretof ad island,The Secretof Ad Island,,,unmatched,low,wikimedia,false,,
the secretsof da vinci,The Secretsof Da Vinci,,,unmatched,low,wikimedia,false,,
the settlers riseofan empire,The Settlers Riseofan Empire,,,unmatched,low,wikimedia,false,,
the show,The Show,Q110817152,q110817152,matched,high,wikidata-search,false,wikidata,https://www.wikidata.org/wiki/Q110817152
the westerner,The Westerner,,,ambiguous,low,wikidata-search,false,,
the wheelman,The Wheelman,Wheelman (video game),wheelman-video-game,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Wheelman_%28video_game%29
the witcher,The Witcher,,,ambiguous,low,wikidata-search,false,,
theatreof war,Theatreof War,,,unmatched,low,wikimedia,false,,
theseus returnofthe hero,Theseus Returnofthe Hero,,,unmatched,low,wikimedia,false,,
thirsty punk,Thirsty Punk,,,unmatched,low,wikimedia,false,,
thrillville verrckte achterbahn,Thrillville Verrckte Achterbahn,,,unmatched,low,wikimedia,false,,
thunder brigade,Thunder Brigade,Thunder Brigade,thunder-brigade,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Thunder_Brigade
tiger woods pga tour08,Tiger Woods PGA Tour 08,Tiger Woods PGA Tour 08,tiger-woods-pga-tour-08,matched,high,wikidata-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Tiger_Woods_PGA_Tour_08
tiger woods pga tour2005,Tiger Woods PGA Tour 2005,,,ambiguous,low,wikidata-search,false,,
tiger woods pgatour08,Tiger Woods PGATour08,,,unmatched,low,wikimedia,false,,
timanfaya verschollen in den feuerbergen,Timanfaya Verschollen in den Feuerbergen,,,unmatched,low,wikimedia,false,,
timanfaya verscholleninden feuerbergen,Timanfaya Verscholleninden Feuerbergen,,,unmatched,low,wikimedia,false,,
timeshift,Timeshift,,,ambiguous,low,wikidata-search,false,,
tips einblenden,Tips einblenden,,,unmatched,low,wikimedia,false,,
tischfuball,Tischfuball,,,unmatched,low,wikimedia,false,,
titan quest,Titan Quest,,,ambiguous,low,wikidata-search,false,,
titan quest immortal throne,Titan Quest Immortal Throne,Titan Quest: Immortal Throne,titan-quest-immortal-throne,matched,high,wikipedia-search,false,wikipedia-en,https://en.wikipedia.org/wiki/Titan_Quest%3A_Immortal_Throne
titan quest sprach,Titan Quest Sprach,,,ambiguous,low,wikipedia-search,false,,
titan questv,Titan Questv,,,unmatched,low,wikimedia,false,,
